X,Y,SiteName,ObservationID,InvasiveName,ObservationDate,Observer,SurveyType,Latitude,Longitude,Town,GrossArea,InfestedArea,PlantDescription,DistributionName,AssessmentDate,TreatmentDate,TreatmentEffectiveness,TreatmentType,TreatmentPerson,TreatmentAssessmentDate,Assessor,TreatmentAssessmentNotes,TreatmentHours,ChemicalName,ChemicalConsentration,ChemicalOunces,ApplicationMethod,CertifiedApplicator,EPARegistationNumber
507511.086939724,127479.240914412,Quechee SP,328,Japanese knotweed,Aug 24 2010 ,Tess Greaves,ARRA project,43.6475,-72.4069,Hartford,,,,Scattered Plants or Clumps,Aug 24 2010 ,,,,Tess Greaves,,,,,,,,,,
507560.232763599,126823.797571875,Quechee SP,329,Black locust,Aug 24 2010 ,Tess Greaves,ARRA project,43.6416,-72.4063,Hartford,,.09,,Scattered Plants or Clumps,Aug 24 2010 ,,,,Tess Greaves,,,,,,,,,,
490920.712689939,136958.22060924,Silver Lake SP,330,Goutweed,Jun 22 2010 ,Tess Greaves,ARRA project,43.7328,-72.6127,Barnard,,.05,,,Jun 22 2010 ,Jun  1 2011 ,,Pesticide,Tess Greaves,,Aaron Hurst,,0,Accord,10,22.4,Backpack/Spot Sprayer,Contractor ,
490727.100670795,136769.611173297,Silver Lake SP,331,Wild chervil,Jun 22 2010 ,Tess Greaves,ARRA project,43.7311,-72.6151,Barnard,,.12,,,Jun 22 2010 ,,,,Tess Greaves,,,,,,,,,,
490904.524540273,136902.691017141,Silver Lake SP,332,Yellow iris,Jun 22 2010 ,Tess Greaves,ARRA project,43.7323,-72.6129,Barnard,,.03,,,Jun 22 2010 ,,,,Tess Greaves,,,,,,,,,,
490912.822787195,137080.444933207,Silver Lake SP,333,Morrow's honeysuckle,Jun 22 2010 ,Tess Greaves,ARRA project,43.7339,-72.6128,Barnard,,.1,,Single Plant or Clump,Jun 22 2010 ,Aug 17 2011 ,,Pesticide,Tess Greaves,,Aaron Hurst,,0,Accord,1,8,Backpack/Spot Sprayer,Contractor ,
490743.475446284,136958.463969792,Silver Lake SP,334,Tatarian honeysuckle,Jun 22 2010 ,Tess Greaves,ARRA project,43.7328,-72.6149,Barnard,,11.05,,,Jun 22 2010 ,Aug 17 2011 ,,Pesticide,Tess Greaves,,Aaron Hurst,,0,Accord,1,8,Backpack/Spot Sprayer,Contractor ,
490824.022561137,136947.242463464,Silver Lake SP,335,Purple loosestrife,Jun 22 2010 ,Tess Greaves,ARRA project,43.7327,-72.6139,Barnard,,.42,,,Jun 22 2010 ,,,,Tess Greaves,,,,,,,,,,
490824.022561137,136947.242463464,Silver Lake SP,336,Common reed,Jun 22 2010 ,Tess Greaves,ARRA project,43.7327,-72.6139,Barnard,,.15,,,Jun 22 2010 ,,,,Tess Greaves,,,,,,,,,,
490816.241391679,137147.239054075,Silver Lake SP,337,Common buckthorn,Jun 22 2010 ,Tess Greaves,ARRA project,43.7345,-72.614,Barnard,,.24,,Scattered Plants or Clumps,Jun 22 2010 ,Aug 16 2011 ,,Pesticide,Tess Greaves,,Aaron Hurst,,0,Garlon 4 Ultra,25,48,Basal Bark Spray,Contractor ,
507664.52509476,98960.295936593,Wilgus SP,338,Garlic mustard,Aug 12 2010 ,Tess Greaves,ARRA project,43.3908,-72.4054,Weathersfield,,3.48,Non-woody,Linearly Scattered,Aug 12 2010 ,,,,Tess Greaves,,,,,,,,,,
507591.695011018,98882.4461690678,Wilgus SP,339,Japanese barberry,Aug 12 2010 ,Tess Greaves,ARRA project,43.3901,-72.4063,Weathersfield,,12.43,,Scattered Plants or Clumps,Aug 12 2010 ,,,,Tess Greaves,,,,,,,,,,
507656.385393846,98993.6156653241,Wilgus SP,340,Common barberry,Aug 12 2010 ,Tess Greaves,ARRA project,43.3911,-72.4055,Weathersfield,,13.85,,Scattered Plants or Clumps,Aug 12 2010 ,,,,Tess Greaves,,,,,,,,,,
507607.924089474,98860.2451205043,Wilgus SP,341,Oriental bittersweet,Aug 12 2010 ,Tess Greaves,ARRA project,43.3899,-72.4061,Weathersfield,,.18,,Scattered Plants or Clumps,Aug 12 2010 ,,,,Tess Greaves,,,,,,,,,,
507526.940625256,98826.8254871978,Wilgus SP,342,Black swallow-wort,Aug 12 2010 ,Tess Greaves,ARRA project,43.3896,-72.4071,Weathersfield,,,Non-woody,Single Plant or Clump,Aug 12 2010 ,,,,Tess Greaves,,,,,,,,,,
507761.59523194,99093.7225712771,Wilgus SP,343,Dame's rocket,Aug 12 2010 ,Tess Greaves,ARRA project,43.392,-72.4042,Weathersfield,,1.01,,,Aug 12 2010 ,,,,Tess Greaves,,,,,,,,,,
507648.30864322,98971.387214932,Wilgus SP,344,Morrow's honeysuckle,Aug 12 2010 ,Tess Greaves,ARRA project,43.3909,-72.4056,Weathersfield,,13.17,,Scattered Plants or Clumps,Aug 12 2010 ,,,,Tess Greaves,,,,,,,,,,
507664.550296062,98938.0766621084,Wilgus SP,345,Purple loosestrife,Aug 12 2010 ,Tess Greaves,ARRA project,43.3906,-72.4054,Weathersfield,,1.24,,Linearly Scattered,Aug 12 2010 ,,,,Tess Greaves,,,,,,,,,,
507567.41379637,98860.1996354643,Wilgus SP,346,Japanese knotweed,Aug 12 2010 ,Tess Greaves,ARRA project,43.3899,-72.4066,Weathersfield,,1.45,,Scattered Dense Patches,Aug 12 2010 ,,,,Tess Greaves,,,,,,,,,,
507648.30864322,98971.387214932,Wilgus SP,347,Common buckthorn,Aug 12 2010 ,Tess Greaves,ARRA project,43.3909,-72.4056,Weathersfield,,13.5,,Scattered Dense Patches,Aug 12 2010 ,,,,Tess Greaves,,,,,,,,,,
507567.451118129,98826.8707293537,Wilgus SP,348,Black locust,Aug 12 2010 ,Tess Greaves,ARRA project,43.3896,-72.4066,Weathersfield,,5.21,,Scattered Plants or Clumps,Aug 12 2010 ,,,,Tess Greaves,,,,,,,,,,
498920.872393785,236241.607346864,GREEN RIVER RES. SP,349,Tatarian honeysuckle,Aug 10 2012 ,Contractor ,ARRA project,44.6264,-72.5136,Hyde Park (v),.01,.01,"Mature adult < 4"" dbh",Single Plant or Clump,Aug 10 2010 ,,,,Contractor ,,,,,,,,,,
498865.604747021,237841.753909353,GREEN RIVER RES. SP,350,Tatarian honeysuckle,Aug 10 2010 ,Contractor ,ARRA project,44.6408,-72.5143,Hyde Park (v),,,,,,,,,Contractor ,,,,,,,,,,
498016.072194645,235730.667403583,GREEN RIVER RES. SP,351,Tatarian honeysuckle,Aug 10 2010 ,Contractor ,ARRA project,44.6218,-72.525,Hyde Park (v),,,,,,,,,Contractor ,,,,,,,,,,
488980.272499797,171526.339984783,Allis S.P.,352,Tatarian honeysuckle,Jul 19 2010 ,Contractor ,ARRA project,44.0439,-72.6375,Brookfield,,,,,,,,,Contractor ,,,,,,,,,,
489260.758998378,171514.767029502,Allis S.P.,353,Tatarian honeysuckle,Jul 19 2010 ,Contractor ,ARRA project,44.0438,-72.634,Brookfield,,,,,,,,,Contractor ,,,,,,,,,,
489244.386383065,171303.685819386,Allis S.P.,354,Tatarian honeysuckle,Jul 19 2010 ,Contractor ,ARRA project,44.0419,-72.6342,Brookfield,,,,,,,,,Contractor ,,,,,,,,,,
556647.115104669,226987.946248325,Victory Basin WMA,356,Common reed,Jul 12 2012 ,Neil Monteith,Assessment,44.54087,-71.78717,Victory,,,,,,,,,Neil Monteith,,,,,,,,,,
557551.239757952,228996.201098136,Victory State Forest,357,Common reed,Jul 12 2012 ,Neil Monteith,Assessment,44.55885,-71.77564,Victory,.001,.001,Non-woody,Scattered Plants or Clumps,Jul 12 2012 ,,Highly Effective,Pesticide,Neil Monteith,,,,0,RODEO,25,,Snip and Drip,Kathleen Decker,
554681.834702713,231960.708964791,Victory State Forest,358,Common reed,Jul 12 2012 ,Neil Monteith,Assessment,44.58577,-71.81139,Victory,.30,.225,Non-woody,Dominant Cover,Jul 12 2012 ,,,,Neil Monteith,,,,,,,,,,
500478.902334873,87679.7857570844,Mark ,380,Amur maple,Sep 23 2012 ,Barbara Schultz,Weevil Search,43.2892956746231,-72.4941122531891,Waterbury (v),144,5,"Seedlings (shrub, tree or vine)",Single Plant or Clump,Sep 25 2012 ,Sep 25 2012 ,Highly Effective,Grazing,Barbara Schultz,Sep 25 2012 ,Mark Garrand,test2,5,"2,4-D LV-4",555,5,Backpack Blower,Mark Garrand,45555666
478511.672794504,205230.541874295,test,381,Sycamore maple,Sep 23 2012 ,Amy Alfieri,EWM Survey,44.3469999983333,-72.769485,Avery's Gore,33,3,"Mature adult > 4"" dbh",Scattered Dense Patches,Sep 25 2012 ,Sep 12 2012 ,Moderately Effective,Pesticide,Amy Alfieri,Sep 26 2012 ,Bill Baron,ffffffff,7,CURTAIL,55,6,Backpack Blower,Rob Peterson,6gbbhhh
478527.546665209,205208.266449879,testing 2,383,Norway maple,Sep 26 2012 ,Mark Garrand,Invasive Search/Survey,44.346836665,-72.769306665,Waterbury (v),12,9,Non-woody,Single Plant or Clump,Jan  1 1900 ,Dec 15 2016 ,,Pesticide,Mark Garrand,,,test,0,BANVEL,,,,,
540549.265209472,213621.680222744,john jenkins,384,Norway maple,Sep 26 2012 ,Melissa Currier,UVA Management Plan,44.4216733333333,-71.9907816666666,,199,9,Non-woody,Single Plant or Clump,Sep 12 2012 ,Sep 28 2012 ,Minimally Effective,Grazing,Melissa Currier,Sep 12 2012 ,Rob Peterson,teztimg,7,BANVEL,77,7,Herbicide Wand/Brush Wick,Charlee Drury,yyhhhyyyyyy
441268.618829353,128788.117830659,bomoeen,388,Oriental bittersweet,Oct 10 2012 ,Maria Mayer,Unspecified,43.6570466666667,-73.2280833333333,,.001,.001,"Saplings (shrub, tree or vine)",Single Plant or Clump,Oct 10 2012 ,,,,Maria Mayer,,,,,,,,,,
441146.352753528,128644.747865379,BOMOSEEN,389,Amur maple,Oct 10 2012 ,Maria Mayer,Unspecified,43.6557116666667,-73.2296416666667,_Unknown,.0001,.0001,"Mature adult < 4"" dbh",,Jan  1 1900 ,,,,Maria Mayer,,,,,,,,,,
501274.057371466,88524.2064239369,Springfield Mineral Street,390,Bittersweet nightshade,Dec 13 2012 ,Barbara Schultz,Unspecified,43.2969485316727,-72.4842953681946,Springfield,.001,.001,Fruits,Linearly Scattered,Dec 13 2012 ,Sep 28 2012 ,Minimally Effective,Grazing,Barbara Schultz,Jan  1 1900 ,Rob Peterson,teztimg,7,BANVEL,77,7,Herbicide Wand/Brush Wick,Bill Baron,yyhhhyyyyyy
551685.738715852,226246.453385369,VICTORY STATE FOREST,391,Common reed,Dec 28 2012 ,Jason Nerenberg,Timber Cruise,44.53456,-71.84966,Victory,,,,,,,,,Jason Nerenberg,,,,,,,,,,
555625.357621927,231213.068076665,VICTORY STATE FOREST,395,Tatarian honeysuckle,Jan 10 2013 ,Neil Monteith,Timber Cruise,44.5789977133968,-71.7995542287827,Victory,,,,,,,,,Neil Monteith,,,,,,,,,,
555297.321115629,228698.778845172,VICTORY STATE FOREST,396,Common reed,Feb  1 2013 ,Neil Monteith,Timber Cruise,44.55641,-71.80401,Victory,,,,,,,,,Neil Monteith,,,,,,,,,,
500105.561658933,89623.9244337061,Fairground Road,397,Norway maple,Nov  2 2012 ,Barbara Schultz,Unspecified,43.306819,-72.49873,Springfield,.05,.01,"Saplings (shrub, tree or vine)",Scattered Plants or Clumps,Nov  2 2012 ,Nov  2 2012 ,,Mechanical,Barbara Schultz,,,,1,,,,,,
521249.247919341,202796.317224888,GROTON SF,398,Common reed,Nov  2 2012 ,Tony Smith,Unspecified,44.325115,-72.233616,Peacham,,,,,,,,,Tony Smith,,,,,,,,,,
520011.892874664,197903.343877604,GROTON SF,399,Common reed,Nov  2 2012 ,Tony Smith,Unspecified,44.281077,-72.249332,Groton,,,,,,,,,Tony Smith,,,,,,,,,,
569379.750036438,244759.519673944,WEST MOUNTAIN WMA,400,Tatarian honeysuckle,Feb 12 2013 ,Tony Smith,Unspecified,44.69970667,-71.6245991,Brunswick,,,,,,,,,Tony Smith,,,,,,,,,,
560363.379719943,226488.023273291,VICTORY STATE FOREST,401,Common reed,Mar  1 2013 ,Jason Nerenberg,Timber Cruise,44.5360875047753,-71.7404866218567,Victory,,,,,,,,,Jason Nerenberg,,,,,,,,,,
540532.371254824,213777.144407689,VICTORY BASIN WMA,406,Morrow's honeysuckle,Mar 29 2013 ,Ellen Hinman,Invasive Search/Survey,44.4230533333333,-71.9909683333333,,1,.1,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  1 1900 ,,,,Ellen Hinman,,,,,,,,,,
515587.847458686,191935.619626433,GROTON SF,407,Yellow iris,Apr  1 2013 ,Cedric Alexander,Unspecified,44.2275499704853,-72.3048877716064,Groton (v),.1,.1,Non-woody,Scattered Plants or Clumps,Apr  1 2013 ,,,,Cedric Alexander,,,,,,,,,,
510919.196463533,198348.556517718,BALD HILL WMA,408,Common barberry,May 21 2013 ,,Unspecified,44.2852740363064,-72.3632097244263,Sutton,,,"Saplings (shrub, tree or vine)",Scattered Dense Patches,May 21 2013 ,,Moderately Effective,,,,Ethan Phelps,,0,,,,,,
562956.581458881,274911.377039903,AVERILL MOUNTAIN WMA,409,Coltsfoot,May 29 2013 ,Dan Dillner,Invasive Search/Survey,44.9715991458543,-71.7019271850586,Averill,20,5,Non-woody,Scattered Dense Patches,May 29 2013 ,,,,Dan Dillner,,,,0,,,,,,
480573.921467415,204257.377936354,BALD HILL WMA,411,Norway maple,Apr 24 2013 ,Kathleen Decker,Unspecified,44.3382876174384,-72.7435845136642,Newark,50,1,"Mature adult > 4"" dbh",Scattered Dense Patches,Jun 10 2013 ,Jun 12 2013 ,,Mechanical,Kathleen Decker,,,,16,,,,,,
555301.109345707,228254.301952511,VICTORY BASIN WMA,414,Common reed,Apr 29 2013 ,Matt Langlais,Unspecified,44.5524357977566,-71.8039691448212,Victory,1.5,.75,Non-woody,Dominant Cover,Jul 10 2017 ,,,,Matt Langlais,,,,,,,,,,
483028.046702493,206528.420656112,TINY POND WMA,469,Eurasian watermilfoil,Sep 16 2008 ,Kathleen Decker,Unspecified,44.3587777777,-72.7129429578781,Ludlow,,,,,,,,,Kathleen Decker,,,,,,,,,,
519107.831124528,220379.551537542,,1430,Multiflora rose,Jul 30 2013 ,Neil Monteith,Unspecified,44.4833816666667,-72.259785,,,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  1 1900 ,,,,Neil Monteith,,,,,,,,,,
519497.056383281,220569.608381585,,1431,Multiflora rose,Jul 30 2013 ,Neil Monteith,Unspecified,44.48512,-72.254921665,,,,,,,,,,Neil Monteith,,,,,,,,,,
519535.861942412,220891.969276851,,1432,Common reed,Jul 30 2013 ,Neil Monteith,Unspecified,44.4880166666667,-72.25441,,,,Non-woody,Single Plant or Clump,Jan  1 1900 ,,,,Neil Monteith,,,,,,,,,,
554689.869475623,231949.663985242,,1433,Common reed,Jul 30 2013 ,Neil Monteith,Unspecified,44.5856933316667,-71.8112683316667,,,,,,,,,,Neil Monteith,,,,,,,,,,
555672.341225623,231291.260921176,victory state forest ,1434,Morrow's honeysuckle,Jul 30 2013 ,Kathleen Decker,Unspecified,44.579676665,-71.7989983316667,,,,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  1 1900 ,,,,Kathleen Decker,,,,,,,,,,
555594.447506607,231112.787850138,victory state forest ,1435,Tatarian honeysuckle,Jul 30 2013 ,Kathleen Decker,Unspecified,44.5780949983333,-71.799995,,,,,,,Sep 11 2012 ,,Mechanical,Kathleen Decker,Jan  1 1900 ,,,0,,,,,,
555655.503517906,231402.244253623,victory  state  forest ,1436,Oriental bittersweet,Jul 30 2013 ,Kathleen Decker,Unspecified,44.5806983333333,-71.7991683316666,,,,,,,,,,Kathleen Decker,,,,,,,,,,
556547.770859281,226531.457893401,VICTORY BASIN WMA,1437,Common reed,Jul 30 2013 ,Kathleen Decker,Unspecified,44.5368466666667,-71.7884783316667,_Unknown,,,,,,,,,Kathleen Decker,,,,,,,,,,
565186.010901499,243259.963613472,WEST MOUNTAIN WMA,1438,Morrow's honeysuckle,Aug 12 2013 ,Contractor ,Assessment,44.6865999983333,-71.6777299983333,_Unknown,,,Fruits,Single Plant or Clump,Aug 12 2013 ,,,,Contractor ,,,,,,,,,,
562629.567054883,249346.9704701,WEST MOUNTAIN WMA,1439,Oriental bittersweet,Aug 12 2013 ,Contractor ,Assessment,44.7416067298507,-71.7092308402061,_Unknown,,,"Saplings (shrub, tree or vine)",Single Plant or Clump,Aug 12 2013 ,Sep  1 2014 ,,Pesticide,Contractor ,,,,0,Garlon 4 Ultra,,,Cut Stump Squirt,Kathleen Decker,
564372.615208411,244529.834045682,WEST MOUNTAIN WMA,1440,Common reed,Dec  3 2008 ,Kathleen Decker,Unspecified,44.6980616666667,-71.6877883333333,_Unknown,0.1,0.001,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jul 29 2015 ,Jul 30 2015 ,,Pesticide,Kathleen Decker,,,,0,RODEO,2,,Backpack/Spot Sprayer,Doug Morin,
565008.889683115,245102.989969881,WEST MOUNTAIN WMA,1441,Common reed,Dec  3 2008 ,Kathleen Decker,Unspecified,44.7031599983333,-71.679685,_Unknown,0.25,0,Dead,Single Plant or Clump,Jul 30 2015 ,,,,Kathleen Decker,,,,,,,,,,
565025.075537434,245069.812988671,WEST MOUNTAIN WMA,1442,Common reed,Dec  3 2008 ,Kathleen Decker,Unspecified,44.702906665,-71.679496665,_Unknown,0.25,0,Dead,Scattered Plants or Clumps,Jul 30 2015 ,,,,Kathleen Decker,,,,,,,,,,
568181.123088198,246424.881318139,WEST MOUNTAIN WMA,1445,Common reed,Dec  3 2008 ,Kathleen Decker,Unspecified,44.7148199983333,-71.6394949983333,_Unknown,,,,,Jul 29 2015 ,,,,Kathleen Decker,,,,,,,,,,
540532.371254824,213777.144407689,VICTORY BASIN WMA,1446,Morrow's honeysuckle,Mar 29 2013 ,Ellen Hinman,Invasive Search/Survey,44.4230533333333,-71.9909683333333,,1,.1,"Mature adult < 4"" dbh",Scattered Plants or Clumps,Jan  1 1900 ,,,,Ellen Hinman,,,,,,,,,,
565186.010901499,243259.963613472,WEST MOUNTAIN WMA,1449,Morrow's honeysuckle,Aug 12 2013 ,Contractor ,Assessment,44.6865999983333,-71.6777299983333,_Unknown,,,Fruits,Single Plant or Clump,Aug 12 2013 ,,,,Contractor ,,,,,,,,,,
568922.868205465,245977.10882986,WEST MOUNTAIN WMA,1454,Common reed,Dec  3 2008 ,Kathleen Decker,Unspecified,44.71069,-71.6302116666667,_Unknown,,,,,,Aug 13 2013 ,,Pesticide,Kathleen Decker,,,,0.25,RODEO,2,.001,Snip and Drip,Kathleen Decker,
568898.147053983,246065.752801534,WEST MOUNTAIN WMA,1455,Common reed,Dec  3 2008 ,Kathleen Decker,Unspecified,44.7114666666667,-71.6305483333334,_Unknown,,,,,,Aug 13 2013 ,,Pesticide,Kathleen Decker,,,,0.25,RODEO,2,.001,Snip and Drip,Kathleen Decker,
441259.090151342,128621.535632306,BOMOSEEN,1457,Amur maple,Sep  6 2013 ,,Invasive Search/Survey,43.6555383333333,-73.228201665,,480000 ,800,"Mature adult < 4"" dbh",Scattered Dense Patches,Sep  6 2013 ,Sep  4 2012 ,,Mechanical,,Sep  4 2013 ,,"Will need to reassess for sprouts from seedbed and coppicing on mature specimen trunks, early 2014 season. Glysophate stump cut application recommended in USFS 
Plants database. ",120,,,,,,
444420.85256016,58432.7838299924,SHAFTSBURY SP,1458,Japanese knotweed,Sep 17 2013 ,,,43.0240466666667,-73.1818866666667,,,,,,,Sep 11 2012 ,,,,Jan  1 1900 ,,,0,,,,,,
444313.176541733,58222.5745824662,Shaftsbury,1459,Winged euonymus,Sep 17 2013 ,Lisa Thornton,,43.0220666665,-73.18317,,,,,,,,,,Lisa Thornton,,,,,,,,,,
444345.689900962,58211.2004231157,SHAFTSBURY SP,1460,Oriental bittersweet,Sep 17 2013 ,Lisa Thornton,,43.0220416666667,-73.18277,,,,,,,,,,Lisa Thornton,,,,,,,,,,
444345.689900962,58211.2004231157,Shaftsbury,1461,Multiflora rose,Sep 17 2013 ,,,43.0219516665,-73.18277,,,,,,,,,,,,,,,,,,,,
444761.387590463,58207.8329213137,SHAFTSBURY SP,1462,Oriental bittersweet,Sep 18 2013 ,Lisa Thornton,,43.0219683333333,-73.1777099983333,,,,,,,,,,Lisa Thornton,,,,,,,,,,
442941.102997898,109129.707717973,LAKE ST. CATHERINE SP,1463,Japanese knotweed,Sep 26 2013 ,,Invasive Search/Survey,43.4802283316667,-73.205251665,,,,Non-woody,Scattered Plants or Clumps,Sep 26 2013 ,Sep 26 2013 ,,Pesticide,,Jan  1 2000 ,,,0.5,Expidite - weed,6%,,Backpack/Spot Sprayer,,62719-324
443046.649440634,109173.257079182,LAKE ST. CATHERINE SP,1464,Japanese knotweed,Sep 26 2013 ,,Invasive Search/Survey,43.480641665,-73.2039933316667,,,,Non-woody,Scattered Plants or Clumps,Sep 26 2001 ,Sep 26 2013 ,,Pesticide,,Sep 26 2013 ,,,0.5,Expidite - weed,6%,,Backpack/Spot Sprayer,,62719-324
443061.796431316,109050.911868492,LAKE ST. CATHERINE SP,1466,Japanese knotweed,Sep 26 2013 ,,Invasive Search/Survey,43.479475,-73.20378,,,,Non-woody,Scattered Plants or Clumps,Sep 26 2001 ,Sep 26 2013 ,,Pesticide,,Sep 26 2013 ,,,0.5,RODEO,6%,,Backpack/Spot Sprayer,,62719-324
441069.110029044,129034.31451227,BOMOSEEN,1467,Japanese knotweed,Sep 26 2013 ,Lisa Thornton,Invasive Search/Survey,43.6592283333333,-73.230596665,,,,Flowers,Scattered Plants or Clumps,Sep 26 2013 ,Sep 26 2013 ,,Pesticide,Lisa Thornton,Sep 26 2013 ,,,0.25,Accord,6%,,Backpack/Spot Sprayer,,62719-324
441069.012218833,129023.204308332,BOMOSEEN,1468,Japanese knotweed,Sep 26 2013 ,Lisa Thornton,Invasive Search/Survey,43.6590983333333,-73.230645,,,,Flowers,Scattered Plants or Clumps,Sep 26 2013 ,Sep 26 2013 ,,Pesticide,Lisa Thornton,Sep 26 2013 ,,,0.25,Accord,6%,,Backpack/Spot Sprayer,,62719-324
477002.70318063,114404.52782697,COOLIDGE STATE FOREST,1469,Japanese knotweed,Oct  8 2013 ,Lisa Thornton,Invasive Search/Survey,43.5294983333333,-72.78453,,,,Non-woody,Single Plant or Clump,Jan  1 1900 ,Sep 11 2012 ,,Pesticide,Lisa Thornton,Jan  1 1900 ,,plan - assess spring   2014,2,Expidite - weed,6%,,Backpack/Spot Sprayer,,62719-324
477486.259328104,113969.600135713,COOLIDGE STATE FOREST,1470,Goutweed,Oct  8 2013 ,Lisa Thornton,Invasive Search/Survey,43.5256283316667,-72.7784733333334,,,,Non-woody,Dominant Cover,Jan  1 1900 ,Sep 11 2012 ,,Pesticide,Lisa Thornton,Jan  1 2000 ,,plan - assess spring   2014,2,Expidite - weed,6%,,Backpack/Spot Sprayer,,62719-324
474303.28699065,116647.431126446,COOLIDGE STATE FOREST,1471,Japanese knotweed,Oct  8 2013 ,Lisa Thornton,Invasive Search/Survey,43.5496367637919,-72.8180480003357,,,,Non-woody,Single Plant or Clump,Jan  1 1900 ,Sep 11 2012 ,,Pesticide,Lisa Thornton,Jan  1 2000 ,,,1,Expidite - weed,6%,,Backpack/Spot Sprayer,,62719-324
466882.992964579,121157.342512214,AIKEN S.F.,1472,Goutweed,Oct  9 2013 ,Lisa Thornton,Invasive Search/Survey,43.5898949983333,-72.9101266666667,,,,Non-woody,Dominant Cover,Oct  8 2013 ,Sep 11 2012 ,,Pesticide,Lisa Thornton,Jan  1 2000 ,,plan assess spring  2014 season ,0.5,Expidite - weed,6%,,Backpack/Spot Sprayer,,62719-324
466785.208577431,120980.060849524,AIKEN S.F.,1473,Japanese knotweed,Oct  8 2013 ,Lisa Thornton,Invasive Search/Survey,43.588321665,-72.911285,,,,Non-woody,Scattered Plants or Clumps,Oct  8 2013 ,Sep 11 2012 ,,Pesticide,Lisa Thornton,Jan  1 2000 ,,plan assess spring  2014 season ,1,Expidite - weed,6%,,Backpack/Spot Sprayer,,62719-324
467020.82043912,121267.76680526,AIKEN S.F.,1474,Goutweed,Oct  9 2013 ,Lisa Thornton,,43.590905,-72.9083849983333,,,,,Linearly Scattered,Jan  1 1900 ,Sep 11 2012 ,,Pesticide,Lisa Thornton,Jan  1 2000 ,,,0.5,RODEO,,,Backpack/Spot Sprayer,,
466996.86792726,121323.436123844,AIKEN S.F.,1475,Glossy buckthorn,Oct  9 2013 ,Lisa Thornton,,43.5913799983333,-72.9086833316667,,,,,,,Sep 11 2012 ,,,Lisa Thornton,Jan  1 1900 ,,,0.25,ROUNDUP PRO,,,Backpack/Spot Sprayer,Dave Wilcox,
467037.462130354,121367.677826644,AIKEN S.F.,1476,Goutweed,Oct  9 2013 ,Lisa Thornton,Invasive Search/Survey,43.5918233333333,-72.908245,,,,,,,Sep 11 2012 ,,,Lisa Thornton,Jan  1 1900 ,,,0.5,ROUNDUP PRO,,,Backpack/Spot Sprayer,,
466980.170860348,121212.415165816,AIKEN S.F.,1477,Wild chervil,Oct  9 2013 ,Lisa Thornton,Invasive Search/Survey,43.5903649983333,-72.9088766666667,,,,,,,Sep 11 2012 ,,,Lisa Thornton,Jan  1 1900 ,,,0.5,Expidite - weed,,,Backpack/Spot Sprayer,,
466980.006849101,121179.085045665,AIKEN S.F.,1478,Goutweed,Oct  9 2013 ,Lisa Thornton,Invasive Search/Survey,43.5901049983333,-72.9089033333333,,,,,,,Sep 11 2012 ,,Pesticide,Lisa Thornton,Jan  1 1900 ,,,0.5,ROUNDUP PRO,,,Backpack/Spot Sprayer,,
466817.950438191,121068.781343576,AIKEN S.F.,1479,Goutweed,Oct  9 2013 ,Lisa Thornton,Invasive Search/Survey,43.5891099983333,-72.9109133333334,,,,,,,Sep 11 2012 ,,,Lisa Thornton,Jan  1 2000 ,,plan assess spring  2014 season ,1,RODEO,6%,,Backpack/Spot Sprayer,,62719-324
466801.46968819,121002.20100161,AIKEN S.F.,1480,Goutweed,Oct  9 2013 ,Lisa Thornton,,43.588521665,-72.911066665,,,,,,,Sep 11 2012 ,,,Lisa Thornton,Jan  1 2000 ,,plan assess spring  2014 season ,1,RODEO,6%,,,,62719-324
466793.284170131,120980.020884093,AIKEN S.F.,1481,Goutweed,Oct  9 2013 ,Lisa Thornton,,43.5882849983333,-72.911176665,,,,,,,,,,Lisa Thornton,,,,,,,,,,
466866.842207141,121157.422239218,AIKEN S.F.,1482,Oriental bittersweet,Oct 10 2013 ,Lisa Thornton,Invasive Search/Survey,43.5899433316667,-72.910346665,,,,,,,,,,Lisa Thornton,,,,,,,,,,
466858.766828409,121157.462117297,AIKEN S.F.,1483,Multiflora rose,Oct 10 2013 ,Lisa Thornton,Invasive Search/Survey,43.5898883316667,-72.9104283316667,,,,,,,Oct  9 2013 ,,,Lisa Thornton,Jan  1 2000 ,,,1,RODEO,6%,,Backpack/Spot Sprayer,,62719-324
466792.95431624,120913.360669011,AIKEN S.F.,1485,Japanese barberry,Oct 10 2013 ,Lisa Thornton,,43.5876583333333,-72.911165,,,,,,,,,,Lisa Thornton,,,,,,,,,,
466801.579613969,121024.421075619,AIKEN S.F.,1486,Wild chervil,Oct 10 2013 ,Lisa Thornton,,43.5886833316667,-72.911121665,,,,,,,,,,Lisa Thornton,,,,,,,,,,
476674.845652009,117760.900554689,COOLIDGE STATE FOREST,1487,Common reed,Oct 10 2013 ,Lisa Thornton,Invasive Search/Survey,43.5596533333333,-72.7887466666667,,,,,,,,,,Lisa Thornton,,,,,,,,,,
